label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
а,0.0,0.0,0.0,0.4850011233751458,-0.16479232692907728,-0.10460495392408094,0.7986765037616909,-0.6258934077301254,-0.1348347991884063,0.8349958180275524,-1.0617678108371302,-0.1743371397779946,0.7626975606660071,-1.3678776722829231,-0.19931203474053033,0.5664672525493116,-0.9833108450246381,-0.03421386015553683,0.5573007490630033,-1.3165256685892517,-0.2566205766725105,0.5593343385242239,-1.03554456398578,-0.391846643148468,0.5822480743883566,-0.7632729418803178,-0.45069173000873575,0.2785129004973155,-0.9577718040896214,-0.07144043356170628,0.3046273226466428,-1.2480294341669476,-0.34623256618462117,0.3503749183264293,-0.8535347581101662,-0.45935999167658786,0.3533865190193467,-0.5699572543291573,-0.4778021226726084,0.014352631250610428,-0.881819388550955,-0.13532302443065472,0.04767342944391566,-1.1556324302471923,-0.41856197434986925,0.10622103361185586,-0.7436683321616272,-0.42212565194959134,0.11784257106356479,-0.47212508725626645,-0.35120361015671286,-0.25116356385116223,-0.7742873700513503,-0.2049665149454049,-0.20317157093767063,-0.9369722178983443,-0.42614998515437946,-0.1311303878820436,-0.649652512694059,-0.4333802641486249,-0.08991678419816944,-0.4402276049889082,-0.3831121886952597
а,0.0,0.0,0.0,0.43015414223960563,-0.20741555991842828,-0.10264924284792992,0.7110537786850352,-0.636889479430747,-0.1373545910959056,0.7519052627732882,-1.047951133658154,-0.18511324298767337,0.7188537825342275,-1.3612589240152178,-0.22234822414788905,0.4510619855842797,-1.012496884668459,-0.032715480320750584,0.5086549925286883,-1.3283748327750504,-0.25222272326483414,0.5062228028336155,-1.049298464278654,-0.38279342113460335,0.49668359712180227,-0.7627382905825809,-0.4284565629800258,0.16943368895771796,-0.9833461932440388,-0.0657456407576703,0.24816151330850197,-1.2722533539298195,-0.32362746470751425,0.2710956859497828,-0.8778363476508775,-0.41273965839393134,0.2656983197028839,-0.5556271696791157,-0.40982554226276535,-0.09467406366871314,-0.9033663831164702,-0.12704998180949711,0.007889884178710446,-1.1550274587491862,-0.3961042782615452,0.039337157913881746,-0.7468424996597218,-0.36911652898866576,0.02919353321572738,-0.4447633679398393,-0.2724162890297434,-0.364974728376951,-0.7852316299345327,-0.19463054692658358,-0.2591655585541152,-0.9914570623768904,-0.39302771305232026,-0.19431016852530697,-0.715862900907617,-0.36275570331460266,-0.1714371110108094,-0.48684843332106026,-0.2837372542407465
а,0.0,0.0,0.0,0.4941494466399906,-0.17032538128744476,-0.09588013854489953,0.8125261131046725,-0.6008045766826133,-0.12421810124335114,0.882131855349548,-1.0279210005940214,-0.16895025956501047,0.8313616559535829,-1.335619664427361,-0.19821282280159158,0.5714730780672366,-0.9584220621695008,0.0038041335053239944,0.6309271149426536,-1.2967562278826266,-0.22695898799545192,0.6091387764349009,-1.0152926497627297,-0.36324286259484295,0.5900198600197524,-0.7349412859536665,-0.4138697365614329,0.29962875751965234,-0.953286365225615,-0.0383107496946314,0.39523213890131775,-1.2739701558298684,-0.31958847334182844,0.39962389044499247,-0.876427929757393,-0.42620757561402883,0.37334162069826127,-0.5662363237884963,-0.4302971877247533,0.04184429121480893,-0.9041805814815371,-0.11142266461197299,0.15908193346174773,-1.1820125603428582,-0.4041317332535847,0.16821435596557413,-0.7596993004214186,-0.3928366568472201,0.14263908351306304,-0.46493790590943446,-0.30033444717579366,-0.22798184566727037,-0.8173590869881742,-0.19019351249695834,-0.10078311974958142,-1.011816834134516,-0.4029295505291355,-0.06345089711861168,-0.7151067525160472,-0.38824139890687914,-0.0604408161824375,-0.4841489456702612,-0.3188107897865117
а,0.0,0.0,0.0,0.5011403292150044,-0.20102494147710215,-0.10369517129153293,0.8123343874127169,-0.5970323341555235,-0.14338503058657656,0.8773666529725925,-1.0047977439589968,-0.1976589502618563,0.8064338462601198,-1.304224045137974,-0.232776770248201,0.5808767768708215,-0.9476464937184095,-0.006408256203134462,0.636294413389101,-1.247061133230959,-0.2318135034982606,0.604726675458659,-0.9549331134631015,-0.3630973557478534,0.5847573601621546,-0.6882346021258958,-0.41371508093806714,0.3139089989660952,-0.9483915300701964,-0.04488480877998404,0.4057706096945033,-1.2478736936887291,-0.32132980897506247,0.4046986099162024,-0.8616548941619501,-0.42320125694234334,0.37690733013565486,-0.5653367983375607,-0.42899343631813275,0.0632149673698682,-0.9055808101102746,-0.1142682954086978,0.18604000585382544,-1.16080878405437,-0.4007132837573325,0.19291733168055547,-0.7502231290714366,-0.3872819703681636,0.1632563417260548,-0.4630399616055813,-0.29752494101676485,-0.19529176925990482,-0.8229062339877731,-0.19119059077818853,-0.06125388563723656,-0.9801003435907587,-0.3984862985594835,-0.024047491767312475,-0.6953951273725453,-0.38669312172853465,-0.02347061053068444,-0.47931300908762803,-0.3225320962101215
а,0.0,0.0,0.0,0.45224457042621363,-0.1782243346546563,-0.09714068927988134,0.7606348078302244,-0.577396170631841,-0.13482990922994464,0.8198250616394112,-0.9843148368783166,-0.18747841040658347,0.7796407542514499,-1.2901573866794764,-0.2272052743125601,0.5475974838621748,-0.953222038141731,-0.023337780029065187,0.6056983873307531,-1.26998004660236,-0.2429261370574918,0.5754263915196819,-0.9927998258772203,-0.37339028459099327,0.546717055090624,-0.7232090971423729,-0.4215140044866256,0.2718197185017133,-0.9604456400566562,-0.06048316401949648,0.3523819092801168,-1.2324523710956279,-0.3215884819834672,0.3491759800699761,-0.8351419708328431,-0.41174918599089977,0.319327928646382,-0.5289114832597585,-0.4102473542161608,0.01042555606866357,-0.9150208216827184,-0.12662662924276974,0.12635262189819227,-1.1478799492877978,-0.39965678708521063,0.13875905025967292,-0.735529183581066,-0.38268516822109766,0.11634269033151234,-0.4429641079309645,-0.29434115743274486,-0.2585820411362654,-0.8263441541393859,-0.1986004680004101,-0.1286091597303588,-0.9689297046238384,-0.4035381523326608,-0.08200837176350852,-0.6790461280682741,-0.38939541009028433,-0.07197181656324957,-0.4601667653930718,-0.3229558782751079
а,0.0,0.0,0.0,0.46288612256320094,-0.19449445542895732,-0.09699781877386038,0.7633851639096226,-0.6198775773737317,-0.13269261464091628,0.8131338566473983,-1.0262568301212691,-0.18282743688229236,0.7955571386168593,-1.3246710668415993,-0.2161505603896769,0.564152410674999,-0.9575671979788567,-0.013582184435016608,0.6110393757351195,-1.2661211599613045,-0.23031120238517888,0.5850874262805551,-0.9821872263068527,-0.3607110839457819,0.5515181874172655,-0.7137751394758951,-0.4098344466758941,0.2886493057097164,-0.955988662606066,-0.05260470779278316,0.37312132144233223,-1.2295000117905104,-0.29799430590899983,0.3734179639455038,-0.8435616179880516,-0.3875324019879422,0.3408216308138302,-0.5516486878426283,-0.3930467178813406,0.024462611029692265,-0.9088534125972646,-0.12171879117643579,0.14517383378774834,-1.1333455163006372,-0.38062058989648284,0.16062486139036639,-0.7355466201122968,-0.3668094959820022,0.1363512253720813,-0.4574333210061533,-0.2857718643988636,-0.2490436332305736,-0.8223574336530846,-0.19748920840061546,-0.10643878292304526,-0.9650337528991116,-0.3831972307629706,-0.06724837282162134,-0.6900377989467606,-0.3635791927786603,-0.07297906788758504,-0.48443298653574923,-0.29960516473352067
а,0.0,0.0,0.0,0.4956654650644222,-0.20438438029097222,-0.08339312614908177,0.8055708132008103,-0.6286529800703996,-0.1149003605205639,0.8576110105864622,-1.0400353727846385,-0.16289884938663804,0.8185712232295593,-1.3302900997344478,-0.19394223749705822,0.6208054738556894,-0.9544879891690545,-0.006728603268334956,0.6338459100035,-1.2759605185021095,-0.2156772693254277,0.6026584026186266,-0.9884025972255802,-0.3453107148979858,0.5783399648040658,-0.731042546720432,-0.3991050385909022,0.3403136314419178,-0.9389956778196521,-0.04973680016674648,0.4008858183994414,-1.2187630107572007,-0.2829232608183012,0.4029240291687144,-0.8409207615590018,-0.3673303590557598,0.36632822195322157,-0.5695410120344171,-0.38010312053234674,0.08388795212898915,-0.8862333578364368,-0.12166143530690654,0.16781317628627868,-1.108926199083073,-0.3642279217148808,0.18573588092933638,-0.7231669487799585,-0.3505730708690226,0.15871200795711074,-0.45918808375165715,-0.2796598009709225,-0.17909283040748553,-0.8108726215219999,-0.20037964924207943,-0.07815154828569609,-0.9683565804087312,-0.3686978798724332,-0.03812524561816322,-0.7018929746957554,-0.35019149159407065,-0.03666649554502801,-0.5010513649568512,-0.29535701667295167
а,0.0,0.0,0.0,0.4771014510229608,-0.19015321378877442,-0.08462895462864459,0.7826647328298543,-0.6355748046460485,-0.10947730458920449,0.8449989058941954,-1.0465500945378263,-0.15151809737175684,0.8062193039900986,-1.34324420183529,-0.17854725083888245,0.6055470492719415,-0.9538915818588214,0.004812136736621662,0.6192996045472686,-1.292720330332567,-0.20614683932528652,0.5777274475077155,-1.0158272315080998,-0.3357301132699816,0.549963431972223,-0.7615662149371641,-0.3874957447490672,0.3310648632205539,-0.9429150737282026,-0.03615549857067734,0.379257004346497,-1.2210311628502863,-0.2730187046374041,0.37092000269134906,-0.8432620227772492,-0.3590968477445399,0.3396230906048216,-0.5717618140602395,-0.3682670599214093,0.06993549657813306,-0.8943470726999186,-0.1076741213709986,0.14891774514809242,-1.1170157121295836,-0.3565312541654971,0.16331644369970177,-0.7322886871199874,-0.3471877547185162,0.14234719176846186,-0.4695646672244094,-0.2759822853549739,-0.20166627825144456,-0.8205024466064721,-0.18545778022571097,-0.09646728853304826,-0.9683730068951395,-0.36319008332616126,-0.059385491507912384,-0.6958263594425805,-0.34979212342271987,-0.05549781305402283,-0.4919217095642924,-0.29530747664266827
а,0.0,0.0,0.0,0.45491572082982884,-0.20121839069209838,-0.10852392678301691,0.7446722360947474,-0.6232632367104577,-0.15020185172906292,0.7749896589732327,-1.024174465491816,-0.20000289306790772,0.7093537482857535,-1.3166503755239582,-0.22869295469868328,0.5429390195874482,-0.970916979042461,-0.02357743180951583,0.569838230356633,-1.2482200716183003,-0.21981253794276517,0.5588986198586771,-0.9723323119591997,-0.3296014429284504,0.5410337435191432,-0.7342290522593049,-0.3720489671950373,0.27512480812765583,-0.9597965311580902,-0.05565032551223632,0.3557537502651767,-1.2119018965132813,-0.2942751354795642,0.37532764504434796,-0.8210297711283412,-0.3743500878911634,0.34920505374860444,-0.5458781528067692,-0.3766903286905039,0.028076055621087313,-0.9083824645780048,-0.11654072235778534,0.14580522446786193,-1.1189926589519699,-0.37344331631621075,0.17958151282158585,-0.7137653394101574,-0.3573654357777045,0.15819100836706126,-0.4490041606863235,-0.27817092662971216,-0.22198630286568052,-0.819612510681321,-0.18520997430709668,-0.08484024534266862,-0.9318664421483243,-0.37749752580341167,-0.04098595252684417,-0.6471539231701854,-0.3666369440469996,-0.04391106734411755,-0.456011609409906,-0.3109312312950307
а,0.0,0.0,0.0,0.4334772008204469,-0.1648053353496003,-0.08753584570834325,0.7485225427632434,-0.6077922972994154,-0.10827471750543893,0.8169976388090648,-1.0259131466400249,-0.14180926726168325,0.8033631524797918,-1.3264291913025432,-0.16652393781909947,0.5540474838653345,-0.975934149750977,-0.017841899847221527,0.591478738897721,-1.2538804292949366,-0.21037883608027338,0.5655634951617131,-0.9895976370244488,-0.331560731461983,0.5373329214988555,-0.7328086887349196,-0.38032733509063704,0.26483372232861496,-0.9628164075183363,-0.0533635168542613,0.3419783430568825,-1.210456260966351,-0.2734206272008703,0.34418100870960255,-0.8281690661593727,-0.35340239711785476,0.31033005206102615,-0.5373446097581841,-0.3586195571271495,-0.007069551379165709,-0.8981826183541136,-0.11478191421209605,0.09792678522274485,-1.1153872112086216,-0.3556320863776691,0.11394796137792641,-0.7192998731638411,-0.34253093180629357,0.08098126988246478,-0.4434736505224597,-0.27027551874333977,-0.27864168703318604,-0.7996739687327629,-0.18112574844508078,-0.15858551163545812,-0.9484987292490599,-0.3631013015264708,-0.12363682530813426,-0.6610714258749836,-0.3442594539917762,-0.13186949031296824,-0.4490845422900771,-0.284629953512347
а,0.0,0.0,0.0,0.4156060297467429,-0.14815732632833442,-0.09797770273420205,0.7404292371108046,-0.5921296624381744,-0.11824050935653393,0.8186668906754913,-1.0064293841353693,-0.14631618878365862,0.8299646372921998,-1.311634203576491,-0.16356660514539717,0.5619153691683236,-0.9724609406718006,-0.03418202793590659,0.6064004349240648,-1.261236253713787,-0.22315177828274171,0.5795062747675187,-1.0042346447185184,-0.3343360639500405,0.55299575945974,-0.7445329776868252,-0.37505279015103665,0.2703112296385925,-0.9607877080889151,-0.061796594700047475,0.3491352585477199,-1.2186830694618715,-0.28005601576473294,0.34760883803524056,-0.8433262264702852,-0.3555668067031797,0.3207341882501065,-0.5481976270284606,-0.3556555788931049,-0.003991999357933022,-0.8997548321364762,-0.11505204907938449,0.09458716744103221,-1.116377421723191,-0.35922899210074144,0.10948067550899489,-0.7225646542108014,-0.3461153620066028,0.0880143006793011,-0.44337709241475753,-0.271483690667285,-0.2756220414204785,-0.8041978218692487,-0.17317239239945756,-0.16041498321851938,-0.9460566682047116,-0.3634587962811363,-0.12445408741624084,-0.6589452351101536,-0.34930994144569516,-0.12322147536052681,-0.44566938368866904,-0.29012429859020533
а,0.0,0.0,0.0,0.4403044881424385,-0.1645548758946221,-0.09577100004071111,0.7833751571731299,-0.5928567267490662,-0.12166954498416067,0.8815722163139451,-1.003542961993124,-0.15751807577281757,0.8521997978062916,-1.307342201903147,-0.1796423017411125,0.6040788674064116,-0.9467246050359531,-0.028238044655394402,0.6465438540140688,-1.248001731648631,-0.23116226614029312,0.5959803244663585,-0.976498295822641,-0.3506522595859686,0.5610986376949056,-0.7250644099288237,-0.397081696742878,0.3176893493845653,-0.9462342930500326,-0.060943744090075004,0.3870884233267249,-1.2103701595296457,-0.28984672575435927,0.3673404339359931,-0.8295753170848071,-0.36420480257176086,0.3359719995991111,-0.5579611328233948,-0.3650591173594047,0.05120605703254598,-0.896306252610328,-0.1214449847234004,0.13193573047501056,-1.121285763190458,-0.3692895210331542,0.13235362349933028,-0.7234203129410983,-0.3525129350607298,0.11127410889190441,-0.4561851862640753,-0.2766764175102718,-0.21234562417017203,-0.8116561184737991,-0.1880318985230327,-0.12557185062454437,-0.9511920239294619,-0.3740295710291768,-0.09842143920216871,-0.6665163082658749,-0.3603262329397935,-0.09371785308610914,-0.4615547045879235,-0.304109784401174
